con-par,,rand-par,,cont-min,,rand-min,
baseline,workload2,baseline,workload2,baseline,workload2,baseline,workload2
321065810.3,322766523.8,271321329.2,433536921.8,1089891132,1089891132,411115468.9,615743568.6
321065232.2,322765945.7,271324561,433545534.6,1089890554,1089890554,411116959.1,615745144.4
321064317.2,322767930.9,271319179.3,433514460.9,1089891383,1089891383,411109177.5,615739103.7
321063739.4,322767353.1,271321030.8,433613912.9,1089890805,1089890805,411112704.8,615787405.1
321065151.4,322759067,271320388.9,433521963.1,1089886330,1089886330,411110387,615742191.8
321064574,322758489.6,271315864.6,433536922.6,1089885753,1089885753,411110004,615738190.1
321067468.9,322761385.9,271321328.5,433536923.2,1089886581,1089886581,411115468.3,615743448.5
321066891,322760808.1,271317439.4,433610386.1,1089886003,1089886003,411109178.6,615778413.5
321064230.4,322766272,271320009.7,433512971.2,1089891384,1089891384,411112324,615741421.4
321063653.2,322765694.8,271320006.7,433620848.8,1089890807,1089890807,411109178.4,615739932.1
321063239.5,322770247.5,271320586.2,433608067.9,1089890808,1089890808,411112325.4,615787852.5
321062661.4,322769669.3,271324477.3,433618531.3,1089890230,1089890230,411118617.1,615868974.8
321066310.2,322763868.9,271324029.3,433629013.2,1089890069,1089890069,411118169.1,615748923.2
321065732.4,322763291.1,271317690.9,433614556.9,1089889491,1089889491,411110832.2,615741811.6
321068715.9,322765275.6,271322243,433547852.9,1089889491,1089889491,411114641.1,615742826.4
321068137.8,322764697.5,271318897.3,433624376,1089888913,1089888913,411108068.6,615739251.7
321064405.4,322767929.9,271313052,433506678.1,1089893958,1089893958,411106859.5,615735870.7
321063827.4,322767351.9,271317439.2,433611213.9,1089893380,1089893380,411109178.3,615783877.5
321063238.4,322770248.3,271319475.5,433519645.6,1089893093,1089893093,411113532.6,615743459.6
321062660.3,322769670.2,271322903.5,433623995,1089892515,1089892515,411116873,615747627.2
321064659.7,322762128,271319094.4,433512972.3,1089889068,1089889068,411113151.5,615743078.6
321064082,322761550.2,271323731.4,433623995.4,1089888490,1089888490,411117787.4,615748541.5
321066976.5,322763618.8,271317177.6,433503532.6,1089888205,1089888205,411110005.1,615739017.4
321066399.2,322763041.5,271316728.3,433509377.8,1089887628,1089887628,411110385.6,615741139.8
321062087.8,322772817.5,271318183,433534603.5,1089894785,1089894785,411112322.8,615740422.4
321061509.8,322772239.6,271321392.4,433506770.2,1089894207,1089894207,411113150.6,615742162.8
321061600.6,322773309.2,271322242.1,433542387.7,1089893870,1089893870,411114640.2,615742825.5
321061022.9,322772731.5,271323732.4,433628632,1089893292,1089893292,411116049,615746803.1
321063166,322765276.1,271315867.5,433611213.7,1089889561,1089889561,411110007.3,615778413
321062588,322764698.2,271322240.6,433510743.9,1089888983,1089888983,411116296.5,615745396.5
321062999.8,322767592.9,271324474.9,433540069.3,1089888981,1089888981,411118614.7,615745544.8
321062422.1,322767015.3,271322836.6,433513352.8,1089888404,1089888404,411113532,615742768.8
321064314.1,322768758.1,271321411.9,433627717.9,1089895742,1089895742,411113152.7,615743078.1
321063736.2,322768180.2,271318270.6,433630287.9,1089895164,1089895164,411111497.1,615742251.3
321066634.4,322772819.2,271319986.4,433508995.8,1089894916,1089894916,411110005.1,615739930.1
321066056.2,322772240.9,271315948.3,433509826.1,1089894338,1089894338,411110005.3,615739932.4
321066221.9,322767352.3,271322492,433510737.8,1089889646,1089889646,411110835.6,615741588.7
321065644.3,322766774.7,271318565.7,433621033.6,1089889069,1089889069,411112705.5,615788232.1
321066971.6,322767930,271328451.5,433621677.2,1089890812,1089890812,411122591.3,615865828.5
321066393.7,322767352.1,271323155.7,433615384.2,1089890234,1089890234,411116299,615872120.9
321063090.6,322770989.7,271323303.9,433618531.7,1089894446,1089894446,411116873.4,615747627.5
321062512.6,322770411.7,271323449.1,433623463.3,1089893868,1089893868,411112620.4,615877715.6
321066971.8,322773311.7,271322043.3,433622057.5,1089893872,1089893872,411111214.6,615876309.8
321066394.1,322772734.1,271325005.2,433627522.3,1089893295,1089893295,411116680.2,615885087.4
321063433.3,322765275,271317692,433620021.3,1089893214,1089893214,411110833.3,615739845.2
321062855.5,322764697.2,271324362.4,433629841.2,1089892637,1089892637,411113534.1,615744287.8
321065568.3,322766680.2,271318563,433541276.3,1089892637,1089892637,411112702.8,615740802.4
321064990.8,322766102.7,271317244.2,433516498.2,1089892060,1089892060,411109558.5,615741363.1
321063006.1,322771076,271323732.1,433604921.3,1089896276,1089896276,411115471.3,615784705.9
321062428.9,322770498.8,271323980.8,433623995,1089895699,1089895699,411113152.4,615743906.2
321066970.8,322775134.7,271316861.3,433512142.9,1089895360,1089895360,411106859.5,615736785.7
321066393.1,322774557,271324366.9,433627522.7,1089894782,1089894782,411116681.7,615748692.5
321061692.4,322764360.7,271324887.3,433624823.1,1089891389,1089891389,411119027.1,615749781.2
321061114.7,322763783,271325726,433624571.6,1089890812,1089890812,411116299.6,615744566.9
321064652.2,322769333.2,271323981.5,433617702.9,1089890476,1089890476,411113152.8,615867318.8
321064074.3,322768755.4,271320417.6,433626228.6,1089889898,1089889898,411114557.7,615745311.5
321063426.9,322775049.3,271320754.3,433608066.9,1089896189,1089896189,411112324.8,615781558.9
321062849.3,322774471.6,271324808.4,433624822.6,1089895611,1089895611,411113979.7,615868146.4
321063826.1,322772972,271323732.1,433630288.6,1089895274,1089895274,411115302.6,615746056.7
321063248.5,322772394.4,271323156.7,433620848.3,1089894696,1089894696,411115471.5,615744568.2
321060020.1,322767595.4,271325965.4,433541559.6,1089889309,1089889309,411120105.2,615747035.4
321059441.9,322767017.2,271318267.3,433623166.8,1089888730,1089888730,411111495,615744957.8
321060681.8,322766430,271323397.9,433621677.2,1089888732,1089888732,411117537.7,615748291.8
321060104.3,322765852.5,271316840.3,433505849.7,1089888154,1089888154,411106859,615736784
321070698,322761637.3,271325188.6,433625203.6,1089887987,1089887987,411114359.9,615874819.7
321070120.1,322761059.4,271319473.9,433513351.8,1089887409,1089887409,411113529.8,615742767.4
321068377.3,322764785.3,271322240.3,433504450.9,1089888237,1089888237,411116296.2,615744564.9
321067798.7,322764206.7,271318647.6,433629839.6,1089887658,1089887658,411111875.3,615745338.2
321068299.2,322760147.3,271323564.2,433624824.3,1089887412,1089887412,411117704.3,615748458.2
321067721.1,322759569.2,271318184.9,433614360.3,1089886834,1089886834,411112324.7,615781558.7
321072356.1,322762465.3,271322819.1,433544706,1089887660,1089887660,411116958.9,615743889
321071778.2,322761887.4,271319345.6,433505850.2,1089887083,1089887083,411107689.2,615738442.3
321068379.3,322763868.1,271322176.7,433518241,1089889065,1089889065,411111214.6,615741968.7
321067801.8,322763290.5,271318516.8,433617703,1089888488,1089888488,411107688.1,615738665.3
321067298.6,322766187.8,271319991.3,433624823,1089888490,1089888490,411113562.8,615744316.9
321066720.9,322765610.1,271323984.1,433620849.4,1089887912,1089887912,411117125.4,615746137.4
321069457.1,322758982.3,271318563.2,433545913.4,1089887749,1089887749,411112702.5,615740888.7
321068879.1,322758404.3,271320839.4,433617702.6,1089887171,1089887171,411113154.2,615743302.2
321073603.3,322763043,271318265.8,433619106.8,1089886346,1089886346,411110006.5,615740154.9
321073025.2,322762464.9,271325726.7,433619107.5,1089885768,1089885768,411116300.4,615744567.6
321067553,322768181.6,271317691.5,433620849.2,1089890862,1089890862,411110832.8,615740011.4
321066974.9,322767603.5,271321215,433626693.8,1089890284,1089890284,411110386.7,615741140.4
321066385.2,322768843.1,271321217,433616230.6,1089889946,1089889946,411109560.3,615783429.2
321065807.4,322768265.3,271320499.5,433617702.8,1089889369,1089889369,411113153.2,615875267.8
321068718.9,322763292.8,271320251.6,433624823.3,1089890899,1089890899,411114391.4,615745145.6
321068141.4,322762715.2,271320986.6,433620850.4,1089890322,1089890322,411114642.6,615745396.7
321070123.5,322761300.9,271320417.3,433621676.7,1089889985,1089889985,411114557.4,615745311.2
321069545.7,322760723,271323563.7,433623082.2,1089889407,1089889407,411117703.8,615748457.6
321062041.5,322761998.3,271325386.3,433507596.9,1089887534,1089887534,411119442.3,615747711
321060377,322764319.3,271323646.9,433538413.5,1089886621,1089886621,411117786.7,615745767.2
321062207.7,322758939.3,271322011.2,433624376.5,1089882394,1089882394,411114359.6,615745339
321061214.3,322756859.7,271318186.2,433608068.6,1089881815,1089881815,411112326,615787024.5
321064269.3,322759766,271322391,433622339.6,1089888535,1089888535,411111493.8,615742247.9
321065677,322762085.5,271318183.1,433540067.9,1089888711,1089888711,411112322.8,615740422.5
321062867.3,322758359.9,271321414.5,433615384.7,1089887709,1089887709,411114556.5,615865828.2
321066013.2,322758936.9,271317371.6,433512523.6,1089888450,1089888450,411107240.2,615737389.7
321062863.5,322765480.9,271316841.3,433540068.5,1089887535,1089887535,411110667,615738852.3
321066098.3,322765231.1,271319757.5,433608068.2,1089886620,1089886620,411111496.6,615781560.4
321062205.8,322757110.6,271318267,433512143.7,1089885964,1089885964,411112324,615742164.4
321064610.4,322761169.9,271318518.7,433608068.1,1089885387,1089885387,411106862,615781559
321061127,322765481.1,271319345.2,433512142,1089890278,1089890278,411107688.7,615738441.9
321066926.8,322766144.1,271317439.8,433506679,1089888624,1089888624,411111496.5,615738935.6
321060462.6,322759765.1,271320586.2,433608068.2,1089889414,1089889414,411112325.4,615780731.8
321063695.2,322760342.2,271322044.2,433627522.8,1089888449,1089888449,411111215.5,615742398.5
321060634.7,322765144.5,271319674.4,433620021.7,1089889365,1089889365,411113814.2,615744568.3
321063781,322767462.5,271324047.5,433623995,1089888499,1089888499,411113150.2,615743904.4
321059974.3,322758601.8,271318864.5,433621229.9,1089883545,1089883545,411111212.9,615742192.3
321059462.9,322760006.9,271315038.8,433610386.5,1089882393,1089882393,411109178.6,615783050.2
321065765.3,322758359.9,271315371.2,433514461,1089885455,1089885455,411103714.7,615734690.9
321065012.4,322760680,271319094.2,433507597.6,1089884960,1089884960,411113150.2,615742250.2
321065934.6,322756041.9,271325305.3,433624823.6,1089884224,1089884224,411119445.1,615868974.9
321066510.1,322755790.8,271318265.6,433624573.2,1089883647,1089883647,411110006.3,615739931.8
321063447.1,322759764.4,271324177.9,433617060,1089887034,1089887034,411115851.9,615790552.1
321062281.9,322763824.5,271318246,433509824.9,1089886456,1089886456,411110004.2,615739241
321065352.3,322757532.2,271324560.9,433618531.1,1089889111,1089889111,411117704.2,615868975.3
321067757.6,322759765.7,271321416.6,433627141.2,1089888533,1089888533,411114643.2,615745397.3
321065189.4,322761506.4,271320585.7,433626313.6,1089887534,1089887534,411112902.3,615743656.4
321062280.5,322765567.9,271316199.8,433508996.9,1089886671,1089886671,411104543.3,615735296.5
321062874.4,322755705.8,271319048.4,433623548.4,1089884525,1089884525,411112704.4,615743458.5
321066930.9,322757195.8,271321328.5,433543215.8,1089884133,1089884133,411115468.3,615742398.4
321062869.9,322762083.6,271318267.1,433629459.5,1089886705,1089886705,411111494.8,615742249
321060548.8,322765231.7,271322820.5,433608068.5,1089885792,1089885792,411116960.3,615787023.8
321062207,322758025.4,271323155.5,433619936,1089885964,1089885964,411116298.8,615870380.2
321063783.5,322759514.6,271320834.9,433620849.3,1089883731,1089883731,411110006.2,615870465.1
321065926.3,322760594,271319392.6,433546743.1,1089889021,1089889021,411113532,615741718.1
321067417.8,322762913.4,271321413,433620849.2,1089888534,1089888534,411115469,615746447.4
321063522.6,322758360.2,271319179.3,433508996.4,1089887585,1089887585,411109177.4,615739103.7
321066926.5,322759765.3,271321332.7,433604922.6,1089886946,1089886946,411115472.5,615783878.5
321062960.8,322761997.8,271320586.2,433631778.5,1089890180,1089890180,411112902.7,615743656.8
321066014.7,322766060.7,271322568.9,433627141.2,1089889603,1089889603,411116708.7,615747462.9
321064217.3,322759766.1,271322734.3,433618531.9,1089892257,1089892257,411116874.1,615747628.3
321064610.9,322759428.8,271320369.3,433548233.1,1089891680,1089891680,411114195,615742380.3
321063047.4,322763825.5,271320815.6,433543215.3,1089889415,1089889415,411114641.3,615742826.6
321066012.9,322767885.4,271320901,433620848.7,1089888500,1089888500,411110003.7,615741811.2
321060734.3,322757109.7,271324560.7,433623995.4,1089888010,1089888010,411116131.2,615746885.4
321065436.2,322758600.1,271322957.9,433609937.6,1089887095,1089887095,411109559.9,615782601.6
321062560.5,322764316.8,271325136.6,433623166.9,1089889112,1089889112,411117790.3,615868975.1
321062868.1,322765722.1,271320797.8,433628349.8,1089888197,1089888197,411114937.9,615745691.7
321058232.8,322761169.9,271321219.8,433624375.6,1089885713,1089885713,411113534.6,615745545.4
321060636.8,322758266.5,271322621,433516498.9,1089885136,1089885136,411116676.9,615745914.5
321069739.7,322753473.1,271324940.6,433630669.5,1089885137,1089885137,411118996.6,615749975
321068331.3,322755792.6,271324029,433547570.9,1089886302,1089886302,411118168.8,615746977
321068253.7,322751154.5,271324365.4,433622057.8,1089886052,1089886052,411117507.4,615878794.2
321073138.2,322753472.7,271319344.5,433506678,1089886636,1089886636,411113151.9,615742163.2
321067421.2,322757445.9,271323599.7,433624376.6,1089884897,1089884897,411112702.5,615743682.3
321067253.7,322759765.1,271321748.7,433604920.4,1089885811,1089885811,411108350.8,615790733.3
321068498.8,322752559.8,271320901.5,433627141.7,1089886791,1089886791,411110004.2,615740758.4
321072644.9,322754878.9,271327954.7,433621676.7,1089885388,1089885388,411117126,615865000.6
321065765.5,322758361,271317241.8,433518816,1089884102,1089884102,411107240,615739044.7
321064599.3,322761592.8,271322986.2,433615385.5,1089884894,1089884894,411117125.9,615865000.8
321067761.1,322754300.9,271315120.2,433516694.5,1089884204,1089884204,411105118.4,615736923.1
321069165.2,322752309.7,271321794,433627522.9,1089885119,1089885119,411115850,615746828.4
321065187.7,322758024.3,271324558.4,433624571.5,1089883221,1089883221,411116299.1,615746224.6
321064436.3,322762084.8,271322241,433509825.4,1089883490,1089883490,411116298,615746138.4
321064526.2,322755706,271316860.6,433511314.2,1089882818,1089882818,411106858.7,615736785
321064098.8,322755454.3,271327091.2,433634643.7,1089881412,1089881412,411121231.3,615751985.1
321068243.9,322757448,271321217.9,433618910.3,1089886794,1089886794,411114359.9,615875646.7
321070564.7,322759766.9,271317669.2,433546361.7,1089888620,1089888620,411111494.9,615739680.2
321066013.5,322753472.3,271321413.4,433626312.9,1089887706,1089887706,411114641.1,615745395.2
321069159.2,322753136,271319096,433617702.8,1089888870,1089888870,411112238,615868146.4
321065267.1,322760593.7,271320884.6,433623352.6,1089887705,1089887705,411115024.4,615790551
321069329.5,322761171.5,271326709.7,433627969.8,1089889448,1089889448,411120849.8,615751603.7
321067094.6,322753964.6,271318333.1,433624572,1089889293,1089889293,411110007.1,615739932.6
321067756.4,322756282.8,271316863.4,433509824.9,1089888533,1089888533,411109177.7,615738275.2
321066015.4,322760593.6,271318266,433512144,1089888378,1089888378,411112322,615741559.6
321070985.5,322762084.5,271320007.3,433514460.9,1089888868,1089888868,411110005.4,615739931.7
321065264.3,322755706.1,271317608.3,433611213.3,1089886301,1089886301,411109178.8,615784705.2
321068582.6,322754541.1,271321662.6,433615383.9,1089887463,1089887463,411110833.9,615869636.2
321063780.9,322761999,271316863.5,433516117.5,1089886302,1089886302,411109177.8,615740982.5
321066927.4,322764315.9,271323600.1,433629840.6,1089886636,1089886636,411112702.8,615744510.3
321063120.1,322757111.2,271320518.3,433515670.3,1089884223,1089884223,411110387,615740536.4
321062778.8,322757688.2,271320834.3,433627141.1,1089883731,1089883731,411110006,615740759.7
321066594,322757532.3,271318070.8,433517160.7,1089884801,1089884801,411106414.3,615737390.5
321063359,322758938.8,271322580.2,433623994.7,1089884224,1089884224,411113153.9,615741421.1
321065106.4,322753472.7,271324709.3,433620021.5,1089883306,1089883306,411113812,615744566.2
321068252.1,322755791.2,271318712.5,433625779.4,1089882729,1089882729,411110386.6,615740741
321064274,322759849.3,271323944.3,433631496.9,1089889511,1089889511,411118084.4,615748838.3
321061452.7,322763824.4,271320054.4,433542767.7,1089888933,1089888933,411114194.2,615742293.8
321065352.8,322756619,271321794.7,433632986.7,1089889111,1089889111,411115022.4,615748485.2
321067757,322758024,271319479.3,433629840.4,1089888533,1089888533,411112705.8,615743460
321064360.1,322760678.8,271318898.6,433613912.2,1089886707,1089886707,411107241.9,615781110.7
321064021.7,322762997.9,271320882,433544424,1089885843,1089885843,411115021.8,615743830
321064614.9,322754877.1,271319096.1,433545534.2,1089884277,1089884277,411111494.3,615739679.5
321066018.1,322756368,271320921.3,433604920.5,1089883698,1089883698,411107523.4,615777584.4
321062870.5,322763824.9,271320585.3,433626313,1089887534,1089887534,411114554.8,615745309
321060548.7,322764317.1,271325089.9,433625865.7,1089886619,1089886619,411115851.5,615877966.3
321062208.3,322757112.3,271322132.4,433519645.1,1089885965,1089885965,411112705.4,615744510.1
321063783,322758601.1,271321280.9,433627521.4,1089884559,1089884559,411110383.6,615742191.2
321064272.2,322761507.1,271322820.6,433623167.8,1089888491,1089888491,411116960.4,615747714.6
321067417.7,322763827.4,271326682.6,433625203.8,1089888494,1089888494,411119825.9,615881940.6
321062040.4,322758360.8,271323469.8,433503624.3,1089887282,1089887282,411116297.3,615745309.6
321066012.6,322758937,271318245.5,433503623.2,1089887531,1089887531,411110003.7,615739015.9
321061395.9,322763738.4,271324895.2,433601774.2,1089893486,1089893486,411111497.3,615780730.8
321066014.7,322764320,271315948.6,433509825.3,1089892909,1089892909,411110005.7,615739846.1
321062476.1,322758024.9,271320010.1,433617703.1,1089892257,1089892257,411113151.4,615742163.4
321064610.7,322759429.8,271325052,433620849.7,1089891680,1089891680,411119191.8,615749946
321060214.3,322763825.7,271320323.7,433506678.7,1089889114,1089889114,411113152.5,615742164.5
321067754.2,322767883.9,271326132.3,433617702.9,1089888338,1089888338,411120272.1,615862681.6
321062475.6,322757110,271320985.4,433615385.5,1089887423,1089887423,411114554.9,615745309.1
321063694.7,322760341.5,271322325.7,433512142.9,1089886845,1089886845,411112323.9,615742250.1
321062560.2,322766057.6,271319094.9,433506679.4,1089889111,1089889111,411113151.9,615742992.4
321064609.8,322765722.2,271317884,433617059,1089888197,1089888197,411109558.7,615785086.4
321058233.2,322759430.7,271326104.7,433613084.4,1089885714,1089885714,411112706.7,615785748.3
321061464.9,322758266,271323535.6,433622056.8,1089885136,1089885136,411116678.9,615878793.6
321069740,322753473.5,271324808.4,433618530.4,1089885138,1089885138,411113979.7,615868146.5
321069159.8,322757534.2,271316197.8,433503531.4,1089886299,1089886299,411110005.3,615739016.5
321067339.9,322752895.7,271319289.8,433618464.9,1089886033,1089886033,411110964.5,615786492.3
321071397.5,322753472.7,271320323.5,433500478,1089886311,1089886311,411113151.1,615742163.3
321068334.4,322757445.5,271321329.2,433543214.9,1089886366,1089886366,411115468.6,615743654.7
321065512.8,322759765.3,271316245.3,433543595.8,1089885788,1089885788,411110384.6,615738570.8
321069412.4,322751731.8,271319588,433621677.9,1089886791,1089886791,411113727.8,615744481.9
321072644.7,322754050.4,271319345.8,433512142.9,1089885388,1089885388,411107689.3,615738442.5
321066594.4,322759189.4,271318516,433623995,1089884561,1089884561,411107687.3,615739711.7
321066340.7,322759851.3,271317840,433623996.3,1089885722,1089885722,411111496,615742250.1
321067761,322754300.9,271319689.5,433510205.6,1089884204,1089884204,411110384.9,615739621.6
321069165.3,322754049.9,271321367.2,433625867.2,1089885119,1089885119,411115023.2,615745777.3
321065187.7,322758851.9,271317011.8,433618530.8,1089884388,1089884388,411110667.7,615741421.8
321062868.1,322761172.9,271322818.6,433625485.2,1089883490,1089883490,411115472.2,615871293.5
321067095,322754878.4,271321859.7,433628926.7,1089882818,1089882818,411113533.8,615743888.2
321066102.2,322754542,271316840.6,433512142.6,1089881413,1089881413,411106859.2,615737008.7
321068332.4,322757447.8,271320501,433537750.4,1089886626,1089886626,411114640.8,615743449.1
321070564.5,322759767,271320882.5,433625866.4,1089888620,1089888620,411115022.3,615745776.4
321067755,322753472.3,271321662.8,433620849.1,1089888130,1089888130,411110834.1,615741588.2
321070900.7,322754049.5,271322950.3,433627523.1,1089889045,1089889045,411117090.1,615747864.3
321063359.1,322760593.3,271321906.3,433623996.5,1089890340,1089890340,411116046.1,615746800.3
321070985.8,322761171.7,271316840.5,433514713.6,1089889763,1089889763,411107687.3,615738441.4
321065352.6,322753964.8,271314609.1,433509825.4,1089889292,1089889292,411108350,615738552
321067756.8,322756282.4,271317439.3,433629460,1089888533,1089888533,411109755.9,615740510
321064272.8,322760593,271321412.2,433621425,1089888377,1089888377,411113152.9,615743078.4
321070072.9,322762997.8,271317690.5,433608067.2,1089888868,1089888868,411106033.8,615775265.8
321062867.5,322754877.3,271320882,433548232.2,1089886301,1089886301,411115021.4,615743207.5
321066841.5,322755454.7,271319674.5,433626314.5,1089887551,1089887551,411113814.3,615744568.4
321065522.4,322761998.7,271323563.5,433631115.9,1089886303,1089886303,411117703.6,615748457.4
321067840.7,322762575.2,271320250.9,433618530.7,1089886636,1089886636,411114390.7,615745144.8
321063120.8,322755455.6,271321413.9,433620848.5,1089884224,1089884224,411115383.5,615746137.6
321062041.1,322756860.7,271321664.6,433604921.4,1089883731,1089883731,411110007.9,615778412.3
321070653,322753472.6,271317354.9,433540068.6,1089887217,1089887217,411111494.3,615739680.4
321069159.5,322755792.5,271322240.4,433509826.1,1089886542,1089886542,411116296.3,615744565.1
321068252.5,322751154.1,271322044.4,433514841.2,1089886629,1089886629,411110387.9,615741141.1
321071398.3,322753473,271320837.7,433617702.6,1089886388,1089886388,411113979,615742991
321066593.5,322756618.3,271319839.7,433618531.4,1089890180,1089890180,411113979.5,615868146.7
321067169.8,322760678.8,271321366.4,433622058.9,1089889602,1089889602,411114935.9,615745690
321070240,322753473.1,271317357.6,433608068.9,1089892257,1089892257,411111497.4,615780732.6
321071817,322754878.2,271316348.4,433508997.9,1089891679,1089891679,411110005.7,615740759.8
321070076.9,322758360.1,271322158.5,433620849.2,1089888828,1089888828,411116298.3,615871292.7
321065426.3,322760679.9,271320585.2,433627141.6,1089888249,1089888249,411114641.2,615745395.3
321067761.8,322752559.3,271323646.1,433620848.5,1089886596,1089886596,411116299.7,615872120.7
321070077.8,322754050,271321709.5,433543596.9,1089886016,1089886016,411115849.3,615743829.5
321067758,322759765.7,271322985.9,433620849.1,1089887120,1089887120,411117125.7,615865827.9
321062866.9,322761172.2,271321858.8,433624375.9,1089886540,1089886540,411113533.8,615881940.9
321067094.8,322753966.3,271321414.3,433627141.4,1089888283,1089888283,411112984.9,615743739
321068670.7,322755454.5,271320985.8,433620850.2,1089886049,1089886049,411114555.3,615745309.4
321064849.4,322757447.7,271318538,433617886.8,1089890264,1089890264,411110388,615785086.1
321072305.9,322759767.8,271320501.2,433544043.2,1089891346,1089891346,411114641,615742740.7
321066014.8,322753472.6,271319094.2,433506679.9,1089890517,1089890517,411113150.1,615741418.9
321070073.2,322754878.1,271315947.8,433516117.9,1089889940,1089889940,411110004.8,615739931.9
321067196.8,322758851.3,271318050,433545913.7,1089893326,1089893326,411111875.7,615740061
321070901.9,322761172.8,271322626.8,433632987.9,1089892749,1089892749,411115853.4,615746607.5
321067363.4,322754878.2,271320585.8,433509825,1089895403,1089895403,411114642.4,615742081.6
321069498.4,322756282.6,271321989.6,433620020.8,1089894826,1089894826,411114643.2,615872121.5
321065102,322759765.8,271316840.3,433508420.8,1089892260,1089892260,411107687,615738441.2
321070900,322762997.3,271323138.1,433621676.9,1089891431,1089891431,411116709.6,615747463.7
321064793.9,322753963.2,271323153.5,433621427.3,1089890854,1089890854,411113152.9,615743078.4
321068582,322755453.5,271320840.7,433623995.8,1089889991,1089889991,411111498,615742252.1
321065707.1,322761170.9,271317755,433614361.2,1089892258,1089892258,411111496.5,615787023.9
321066927.4,322762575.4,271319986.3,433511566.8,1089891343,1089891343,411110833.1,615741587.2
321061379.6,322756283.1,271321416.2,433611214.9,1089888860,1089888860,411114642.8,615783877.6
321063782.8,322755120.3,271319011.2,433539241,1089888282,1089888282,411113150.5,615741336.7
321072057.5,322751154.6,271316328.4,433516498.5,1089887457,1089887457,411110385.5,615740312.6
321070649.7,322753474.5,271317838.7,433505851.5,1089888621,1089888621,411111496,615742250.2
321071400,322748008.1,271321684.9,433621033.7,1089889199,1089889199,411113534.9,615788233
321077197.6,322748585.3,271317934,433611215,1089889782,1089889782,411112073.8,615784706
321071480.1,322754299.1,271326878.3,433627142.2,1089888043,1089888043,411118448.8,615749203
321070400.2,322756619.1,271317439.7,433512971.7,1089888958,1089888958,411111496.4,615740301.5
321073386.2,322749413.2,271316528.9,433612620,1089889937,1089889937,411110668.7,615786111
321075791.3,322749991,271319029.7,433515094,1089888534,1089888534,411108067.6,615738821.8
321068911.5,322754301.5,271316198.7,433509824.8,1089886878,1089886878,411110006.1,615739017.4
321067745.2,322757533,271320499.6,433623995,1089888040,1089888040,411113153.3,615875267.2
321070079.4,322749413.1,271320010.4,433623994.5,1089886522,1089886522,411112325.3,615741422
321071483.4,322749990.4,271318267.7,433623994.8,1089887437,1089887437,411112237.3,615742991.4
321070075.4,322755706,271319047.7,433511697.2,1089884801,1089884801,411112705,615743459.2
321066099.5,322758025.2,271326254.6,433624377.8,1089885808,1089885808,411117254.8,615748008.9
321067672.8,322750818.7,271328872.4,433621425.3,1089885965,1089885965,411119446.1,615747713.3
321066678.2,322751394.5,271320837.6,433623995.4,1089884558,1089884558,411113978.9,615742990.9
321068910,322754301.7,271328335.5,433628350.5,1089889773,1089889773,411117506.8,615877966.6
321073710.4,322756620.4,271315865.2,433542387.6,1089891766,1089891766,411110004.6,615738190.7
321069161.2,322749412.7,271319725.5,433512522.3,1089890852,1089890852,411108069.1,615738822.2
321074046.9,322749989.9,271320837.4,433612237.1,1089892439,1089892439,411113979.4,615868973.5
321069160.2,322755706.4,271320502.1,433610386.8,1089890851,1089890851,411114641.9,615789342.1
321074217.1,322758025.3,271315520.3,433503533.1,1089892681,1089892681,411109177.6,615739931.7
321071982.6,322750818,271318182.9,433546361.2,1089892594,1089892594,411112322.3,615740508.4
321072644.1,322751395.4,271320631.3,433625204,1089891679,1089891679,411114771.1,615745545.2
321069161.5,322755705.6,271323647.7,433540897.1,1089891524,1089891524,411117787.5,615745887.2
321075873,322758938.2,271326597.7,433545915.8,1089892014,1089892014,411118168.2,615746148.5
321066926.6,322750817.9,271328237.3,433629013.1,1089889447,1089889447,411118998.9,615881113.7
321073470.4,322751394.9,271323944.6,433631496.5,1089890610,1089890610,411118084.6,615748838.5
321068668.4,322757111.1,271320500.5,433541559.7,1089889449,1089889449,411114640.3,615742620.8
321071815.1,322759428.2,271323218.6,433617703.3,1089889783,1089889783,411112321.3,615743301.2
321067179.7,322752223.6,271316579.3,433515669.1,1089886541,1089886541,411104922.8,615735899
321064359.7,322752800.8,271326746.5,433627523.3,1089886049,1089886049,411115849.2,615746829.1